composite_key,company_id,company_name,variable_id,variable_name,construct,priority,value_type,unit,final_data_layer,original_status,final_value,final_status,reason_code,reason_text,explicit_zero_flag,warning_code,warning_text,calculation_note,source_records,repair_stage,freeze_decision,warning_flag
688758|CV025,688758,赛分科技,CV025,可核验股权转让对价下限,二级股权流动,A核心,CONTINUOUS,万元人民币,标准化值+计算值,VALID,3000,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结转让对价下限；状态=DISCLOSED_COMPLETE。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV026,688758,赛分科技,CV026,转让对价与融资金额比,二级股权流动,B扩展,RATIO,0–∞,计算值,VALID,0.04054054054054054,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,转让对价下限/融资金额下限；两类金额未相加。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV027,688758,赛分科技,CV027,金额已知融资轮数,数据可用性,Q质量,INTEGER,轮,计算值,VALID,3,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资轮中金额非null记录数。,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV028,688758,赛分科技,CV028,融资轮金额覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,金额非null融资轮数/融资轮总数。,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV029,688758,赛分科技,CV029,融资轮日期覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,DAY或MONTH精度融资轮数/融资轮总数。,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV030,688758,赛分科技,CV030,计算型轮次金额占比,数值来源结构,Q质量,RATIO,0–1,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,CALCULATED已知金额轮数/已知金额轮数。,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV031,688758,赛分科技,CV031,每轮融资证据记录数,证据密度,Q质量,RATIO,条/轮,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,关联融资轮的去重evidence_id数/融资轮数。,EVD-688758-0003-01; EVD-688758-0005-01; EVD-688758-0006-01,,FROZEN_UNCHANGED,0
688758|CV032,688758,赛分科技,CV032,公司级披露限制标记,披露边界,Q质量,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,FINAL_APPROVED公司记录中检查disclosure_limitation是否非空。,companies:688758,,FROZEN_UNCHANGED,0
688775|CV001,688775,影石创新,CV001,上市前直接股权融资发生标记,融资经历,A核心,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,HISTORICAL_NOT_RECONSTRUCTIBLE,早期融资轮次未逐轮披露,financing_round_count=0，据此生成二元标记。,companies:688775,,FROZEN_UNCHANGED,1
688775|CV002,688775,影石创新,CV002,上市前直接股权融资轮数,融资频度,A核心,INTEGER,轮,研究判断,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,HISTORICAL_NOT_RECONSTRUCTIBLE,早期融资轮次未逐轮披露,公司冻结轮次=0；事件层TRUE计数=0。,companies:688775,,FROZEN_UNCHANGED,1
688775|CV003,688775,影石创新,CV003,可核验融资金额下限,融资规模,A核心,CONTINUOUS,万元人民币,标准化值+计算值,NOT_COMPUTABLE,,NOT_COMPUTABLE,UPSTREAM_FINANCING_AMOUNT_NULL,公司层融资金额为空，状态=HISTORICAL_NOT_RECONSTRUCTIBLE。,0,,,严格保留上游null，不补0。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV004,688775,影石创新,CV004,融资金额下限对数,融资规模,B扩展,CONTINUOUS,ln(1+万元),计算值,NOT_COMPUTABLE,,NOT_COMPUTABLE,UPSTREAM_FINANCING_AMOUNT_NULL,原始融资金额为空，无法执行ln(1+x)。,0,,,对数变量继承CV003的null。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV005,688775,影石创新,CV005,已知金额轮次均值,单轮融资规模,A核心,CONTINUOUS,万元人民币/已知轮,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_FINANCING_ROUNDS,冻结口径下融资轮数为0。,0,,,已知轮次金额均值不适用。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV006,688775,影石创新,CV006,已知金额轮次中位数,单轮融资规模,B扩展,CONTINUOUS,万元人民币/已知轮,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_FINANCING_ROUNDS,冻结口径下融资轮数为0。,0,,,已知轮次金额中位数不适用。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV007,688775,影石创新,CV007,最大已知单轮融资金额,融资峰值,B扩展,CONTINUOUS,万元人民币,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_FINANCING_ROUNDS,冻结口径下融资轮数为0。,0,,,最大已知轮次金额不适用。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV008,688775,影石创新,CV008,最大已知轮金额占比,融资集中度,B扩展,RATIO,0–1,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_FINANCING_ROUNDS,冻结口径下融资轮数为0。,0,,,最大轮金额占比不适用。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV009,688775,影石创新,CV009,融资时间跨度,融资节奏,A核心,CONTINUOUS,月,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_FEWER_THAN_2_ROUNDS,融资轮数=0，少于2轮。,0,,,融资时间跨度不适用。,,,FROZEN_UNCHANGED,0
688775|CV010,688775,影石创新,CV010,融资轮次间隔中位数,融资节奏,B扩展,CONTINUOUS,月,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_FEWER_THAN_2_ROUNDS,融资轮数=0，少于2轮。,0,,,融资间隔中位数不适用。,,,FROZEN_UNCHANGED,0
688775|CV011,688775,影石创新,CV011,确认PE/VC参与标记,PEVC参与,A核心,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,confirmed_pevc_legal_entity_count=0。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV012,688775,影石创新,CV012,确认PE/VC法律主体数,PEVC参与,A核心,INTEGER,个,计算值+研究判断,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,读取公司层冻结确认PE/VC法律主体数。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV013,688775,影石创新,CV013,确认PE/VC占直接主体比重,PEVC参与,B扩展,RATIO,0–1,计算值+研究判断,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,确认PE/VC法律主体数/直接参与法律主体数。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV014,688775,影石创新,CV014,确认PE/VC参与融资轮数,PEVC参与深度,B扩展,INTEGER,轮,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此确认PE/VC参与融资轮数为0。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV015,688775,影石创新,CV015,首次确认PE/VC进入日期,PEVC进入时点,A核心,DATE_OR_MONTH,日期或年月,研究判断派生,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC进入日期不适用。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV016,688775,影石创新,CV016,首次确认PE/VC进入年份,PEVC进入时点,B扩展,INTEGER,年,计算值+研究判断,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC进入年份不适用。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV017,688775,影石创新,CV017,首次确认PE/VC融资轮位置,PEVC进入时点,B扩展,RATIO,0–1,研究判断派生,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC融资轮位置不适用。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV018,688775,影石创新,CV018,确认PE/VC间接路径标记,投资路径复杂度,B扩展,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此不存在确认PE/VC间接路径。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV019,688775,影石创新,CV019,确认PE/VC进入方式多样性,PEVC进入方式,B扩展,INTEGER,种,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此进入方式种类为0。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV020,688775,影石创新,CV020,直接参与法律主体数,参与结构规模,A核心,INTEGER,个,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结直接参与法律主体数。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV021,688775,影石创新,CV021,融资投资方法律主体数,融资参与广度,B扩展,INTEGER,个,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,冻结口径下无融资轮，融资投资方法律主体数为0。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV022,688775,影石创新,CV022,每轮融资投资方密度,融资参与密度,B扩展,RATIO,个/轮,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_FINANCING_ROUNDS,融资轮数为0，密度比率不适用。,0,,,不把0轮公司的比率写成0。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV023,688775,影石创新,CV023,融资方式多样性,融资机制,B扩展,INTEGER,种,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,融资交易组成标准化方式=[]。,,,FROZEN_UNCHANGED,0
688775|CV024,688775,影石创新,CV024,股权转让交易数,二级股权流动,A核心,INTEGER,笔,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,按EQUITY_TRANSFER交易记录计数。,TRX-688775-0003-01,,FROZEN_UNCHANGED,0
688775|CV025,688775,影石创新,CV025,可核验股权转让对价下限,二级股权流动,A核心,CONTINUOUS,万元人民币,标准化值+计算值,VALID,1462.7126,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结转让对价下限；状态=KNOWN_LOWER_BOUND。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV026,688775,影石创新,CV026,转让对价与融资金额比,二级股权流动,B扩展,RATIO,0–∞,计算值,NOT_COMPUTABLE,,NOT_COMPUTABLE,SECONDARY_PRIMARY_RATIO_INPUT_UNAVAILABLE,转让金额或融资金额不可用，或融资金额分母不大于0。,0,,,比例分母闸门未通过。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV027,688775,影石创新,CV027,金额已知融资轮数,数据可用性,Q质量,INTEGER,轮,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,融资轮中金额非null记录数。,,,FROZEN_UNCHANGED,0
688775|CV028,688775,影石创新,CV028,融资轮金额覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_FINANCING_ROUNDS,融资轮数为0，金额覆盖率不适用。,0,,,分母为0时返回null。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV029,688775,影石创新,CV029,融资轮日期覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_FINANCING_ROUNDS,融资轮数为0，日期覆盖率不适用。,0,,,分母为0时返回null。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV030,688775,影石创新,CV030,计算型轮次金额占比,数值来源结构,Q质量,RATIO,0–1,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_KNOWN_ROUND_AMOUNTS,没有已知金额融资轮，计算型金额占比不适用。,0,,,分母为0时返回null。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV031,688775,影石创新,CV031,每轮融资证据记录数,证据密度,Q质量,RATIO,条/轮,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_FINANCING_ROUNDS,融资轮数为0，每轮证据数不适用。,0,,,分母为0时返回null。,companies:688775,,FROZEN_UNCHANGED,0
688775|CV032,688775,影石创新,CV032,公司级披露限制标记,披露边界,Q质量,BINARY,0/1,研究判断派生,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,FINAL_APPROVED公司记录中检查disclosure_limitation是否非空。,companies:688775,,FROZEN_UNCHANGED,0
920100|CV001,920100,三协电机,CV001,上市前直接股权融资发生标记,融资经历,A核心,BINARY,0/1,研究判断派生,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,financing_round_count=2，据此生成二元标记。,companies:920100,,FROZEN_UNCHANGED,0
920100|CV002,920100,三协电机,CV002,上市前直接股权融资轮数,融资频度,A核心,INTEGER,轮,研究判断,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,公司冻结轮次=2；事件层TRUE计数=2。,companies:920100; W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV003,920100,三协电机,CV003,可核验融资金额下限,融资规模,A核心,CONTINUOUS,万元人民币,标准化值+计算值,VALID,4097.49,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结金额；状态=DISCLOSED_COMPLETE。,companies:920100,,FROZEN_UNCHANGED,0
920100|CV004,920100,三协电机,CV004,融资金额下限对数,融资规模,B扩展,CONTINUOUS,ln(1+万元),计算值,VALID,8.318373892173065,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,LN(1+公司层融资金额下限)。,companies:920100,,FROZEN_UNCHANGED,0
920100|CV005,920100,三协电机,CV005,已知金额轮次均值,单轮融资规模,A核心,CONTINUOUS,万元人民币/已知轮,计算值,VALID,2048.745,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于2个非null融资轮金额计算已知轮次金额均值。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV006,920100,三协电机,CV006,已知金额轮次中位数,单轮融资规模,B扩展,CONTINUOUS,万元人民币/已知轮,计算值,VALID,2048.745,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于2个非null融资轮金额计算已知轮次金额中位数。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV007,920100,三协电机,CV007,最大已知单轮融资金额,融资峰值,B扩展,CONTINUOUS,万元人民币,计算值,VALID,2374.4,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于2个非null融资轮金额计算最大已知轮次金额。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV008,920100,三协电机,CV008,最大已知轮金额占比,融资集中度,B扩展,RATIO,0–1,计算值,VALID,0.5794767040310044,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,最大已知轮金额/已知事件锚点金额合计。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV009,920100,三协电机,CV009,融资时间跨度,融资节奏,A核心,CONTINUOUS,月,计算值,VALID,13,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,使用2个可用年月计算最晚减最早。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV010,920100,三协电机,CV010,融资轮次间隔中位数,融资节奏,B扩展,CONTINUOUS,月,计算值,VALID,13,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,对1个相邻月份差取中位数。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV011,920100,三协电机,CV011,确认PE/VC参与标记,PEVC参与,A核心,BINARY,0/1,研究判断派生,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,confirmed_pevc_legal_entity_count=2。,companies:920100,,FROZEN_UNCHANGED,0
920100|CV012,920100,三协电机,CV012,确认PE/VC法律主体数,PEVC参与,A核心,INTEGER,个,计算值+研究判断,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结确认PE/VC法律主体数。,companies:920100,,FROZEN_UNCHANGED,0
920100|CV013,920100,三协电机,CV013,确认PE/VC占直接主体比重,PEVC参与,B扩展,RATIO,0–1,计算值+研究判断,VALID,0.11764705882352941,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,确认PE/VC法律主体数/直接参与法律主体数。,companies:920100,,FROZEN_UNCHANGED,0
920100|CV014,920100,三协电机,CV014,确认PE/VC参与融资轮数,PEVC参与深度,B扩展,INTEGER,轮,研究判断派生,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,连接融资轮→交易→party→PEVC_CONFIRMED，并按event_id去重。,W7-OVR-920100-2022-DI-T001-P01; W7-OVR-920100-2022-DI-T001-P02,,FROZEN_UNCHANGED,0
920100|CV015,920100,三协电机,CV015,首次确认PE/VC进入日期,PEVC进入时点,A核心,DATE_OR_MONTH,日期或年月,研究判断派生+Week9补充研究层,NOT_COMPUTABLE,2022-09-01,VALID,REPAIRED_AND_FROZEN_STAGE4C,经S4B3证据闸门修复并在Stage4C冻结。,0,W9_SUPPLEMENTARY_PATH_SUMMARY_ONLY,两条路径在Week9补充研究层物化；W8-CAN-015摘要级证据限制继续有效。,两条确认PE/VC路径的最早交易完成日。,SUP-PATH-920100-2022-001; SUP-PATH-920100-2022-002,S4B3,FROZEN_REPAIRED,1
920100|CV016,920100,三协电机,CV016,首次确认PE/VC进入年份,PEVC进入时点,B扩展,INTEGER,年,计算值+研究判断+Week9补充研究层,NOT_COMPUTABLE,2022,VALID,REPAIRED_AND_FROZEN_STAGE4C,经S4B3证据闸门修复并在Stage4C冻结。,0,W9_SUPPLEMENTARY_PATH_SUMMARY_ONLY,两条路径在Week9补充研究层物化；W8-CAN-015摘要级证据限制继续有效。,从CV015修复日期提取年份。,SUP-PATH-920100-2022-001; SUP-PATH-920100-2022-002,S4B3,FROZEN_REPAIRED,1
920100|CV017,920100,三协电机,CV017,首次确认PE/VC融资轮位置,PEVC进入时点,B扩展,RATIO,0–1,研究判断派生,VALID,0.5,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,首次确认PE/VC融资轮序位=1，总轮数=2。,W7-OVR-920100-2022-DI-T001-P01; W7-OVR-920100-2022-DI-T001-P02,,FROZEN_UNCHANGED,0
920100|CV018,920100,三协电机,CV018,确认PE/VC间接路径标记,投资路径复杂度,B扩展,BINARY,0/1,研究判断派生+Week9补充研究层,NOT_COMPUTABLE,0,VALID,REPAIRED_AND_FROZEN_STAGE4C,经S4B3证据闸门修复并在Stage4C冻结。,1,W9_SUPPLEMENTARY_PATH_SUMMARY_ONLY,两只确认PE/VC主体均已覆盖且路径均为DIRECT；0是显式零，不是缺失填充。,完整覆盖2个确认PE/VC主体后，间接路径计数为0。,SUP-PATH-920100-2022-001; SUP-PATH-920100-2022-002,S4B3,FROZEN_REPAIRED,1
920100|CV019,920100,三协电机,CV019,确认PE/VC进入方式多样性,PEVC进入方式,B扩展,INTEGER,种,研究判断派生+Week9补充研究层,NOT_COMPUTABLE,1,VALID,REPAIRED_AND_FROZEN_STAGE4C,经S4B3证据闸门修复并在Stage4C冻结。,0,W9_SUPPLEMENTARY_PATH_SUMMARY_ONLY,两条路径均为定向发行进入；摘要级证据限制继续有效。,确认PE/VC路径的非空entry_method去重数为1。,SUP-PATH-920100-2022-001; SUP-PATH-920100-2022-002,S4B3,FROZEN_REPAIRED,1
920100|CV020,920100,三协电机,CV020,直接参与法律主体数,参与结构规模,A核心,INTEGER,个,计算值,VALID,17,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结直接参与法律主体数。,companies:920100,,FROZEN_UNCHANGED,0
920100|CV021,920100,三协电机,CV021,融资投资方法律主体数,融资参与广度,B扩展,INTEGER,个,计算值,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资轮相关交易中筛选INVESTOR，canonical_entity_id优先、否则entity_id去重。,W7-OVR-920100-2022-DI-T001-P01; W7-OVR-920100-2022-DI-T001-P02,,FROZEN_UNCHANGED,0
920100|CV022,920100,三协电机,CV022,每轮融资投资方密度,融资参与密度,B扩展,RATIO,个/轮,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资投资方法律主体数/融资轮数。,W7-OVR-920100-2022-DI-T001-P01; W7-OVR-920100-2022-DI-T001-P02,,FROZEN_UNCHANGED,0
920100|CV023,920100,三协电机,CV023,融资方式多样性,融资机制,B扩展,INTEGER,种,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资交易组成标准化方式=['DIRECTIONAL_ISSUANCE']。,W7-OVR-920100-2022-DI-T001; W7-OVR-920100-2023-DI-T001,,FROZEN_UNCHANGED,0
920100|CV024,920100,三协电机,CV024,股权转让交易数,二级股权流动,A核心,INTEGER,笔,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,按EQUITY_TRANSFER交易记录计数。,,,FROZEN_UNCHANGED,0
920100|CV025,920100,三协电机,CV025,可核验股权转让对价下限,二级股权流动,A核心,CONTINUOUS,万元人民币,标准化值+计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_TRANSFER_NOT_APPLICABLE,公司层转让金额状态为NOT_APPLICABLE。,0,,,不将不适用金额补0。,companies:920100,,FROZEN_UNCHANGED,0
920100|CV026,920100,三协电机,CV026,转让对价与融资金额比,二级股权流动,B扩展,RATIO,0–∞,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_TRANSFER_NOT_APPLICABLE,转让金额不适用，因此转让/融资比率不适用。,0,,,不将不适用比率补0。,companies:920100,,FROZEN_UNCHANGED,0
920100|CV027,920100,三协电机,CV027,金额已知融资轮数,数据可用性,Q质量,INTEGER,轮,计算值,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资轮中金额非null记录数。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV028,920100,三协电机,CV028,融资轮金额覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,金额非null融资轮数/融资轮总数。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV029,920100,三协电机,CV029,融资轮日期覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,DAY或MONTH精度融资轮数/融资轮总数。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV030,920100,三协电机,CV030,计算型轮次金额占比,数值来源结构,Q质量,RATIO,0–1,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,CALCULATED已知金额轮数/已知金额轮数。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,0
920100|CV031,920100,三协电机,CV031,每轮融资证据记录数,证据密度,Q质量,RATIO,条/轮,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,SUMMARY_ONLY_EVIDENCE_BRIDGE,三协电机override原文quote未在恢复包物化；0表示事件级evidence表链接数，不表示没有披露依据。,关联融资轮的去重evidence_id数/融资轮数。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,,FROZEN_UNCHANGED,1
920100|CV032,920100,三协电机,CV032,公司级披露限制标记,披露边界,Q质量,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,FINAL_APPROVED公司记录中检查disclosure_limitation是否非空。,companies:920100,,FROZEN_UNCHANGED,0
920116|CV001,920116,星图测控,CV001,上市前直接股权融资发生标记,融资经历,A核心,BINARY,0/1,研究判断派生,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,financing_round_count=1，据此生成二元标记。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV002,920116,星图测控,CV002,上市前直接股权融资轮数,融资频度,A核心,INTEGER,轮,研究判断,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,公司冻结轮次=1；事件层TRUE计数=1。,companies:920116; EVT-920116-0001,,FROZEN_UNCHANGED,0
920116|CV003,920116,星图测控,CV003,可核验融资金额下限,融资规模,A核心,CONTINUOUS,万元人民币,标准化值+计算值,VALID,4725,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结金额；状态=DISCLOSED_COMPLETE。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV004,920116,星图测控,CV004,融资金额下限对数,融资规模,B扩展,CONTINUOUS,ln(1+万元),计算值,VALID,8.460834457746854,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,LN(1+公司层融资金额下限)。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV005,920116,星图测控,CV005,已知金额轮次均值,单轮融资规模,A核心,CONTINUOUS,万元人民币/已知轮,计算值,VALID,4725,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于1个非null融资轮金额计算已知轮次金额均值。,EVT-920116-0001,,FROZEN_UNCHANGED,0
920116|CV006,920116,星图测控,CV006,已知金额轮次中位数,单轮融资规模,B扩展,CONTINUOUS,万元人民币/已知轮,计算值,VALID,4725,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于1个非null融资轮金额计算已知轮次金额中位数。,EVT-920116-0001,,FROZEN_UNCHANGED,0
920116|CV007,920116,星图测控,CV007,最大已知单轮融资金额,融资峰值,B扩展,CONTINUOUS,万元人民币,计算值,VALID,4725,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于1个非null融资轮金额计算最大已知轮次金额。,EVT-920116-0001,,FROZEN_UNCHANGED,0
920116|CV008,920116,星图测控,CV008,最大已知轮金额占比,融资集中度,B扩展,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,最大已知轮金额/已知事件锚点金额合计。,EVT-920116-0001,,FROZEN_UNCHANGED,0
